Player,Season,Position,Team,Out,Probable,Questionable
Josh Lambo,2021,K,Jaguars,0,1,0
Josh Metellus,2021,S,Vikings,0,0,1
Josh Myers,2021,C,Packers,0,2,0
Josh Norman,2021,CB,49ers,1,0,1
Josh Reynolds,2021,WR,Lions,0,0,2
Josh Reynolds,2021,WR,Titans,0,0,1
Josh Sweat,2021,DE,Eagles,0,0,2
Josh Tupou,2021,DT,Bengals,1,0,1
Josh Wells,2021,T,Buccaneers,0,0,0
Josh Woods,2021,LB,Lions,0,1,0
Joshua Miles,2021,T,Cardinals,0,1,0
Joshua Uche,2021,LB,Patriots,0,0,5
Joshuah Bledsoe,2021,S,Patriots,0,1,0
Josiah Deguara,2021,TE,Packers,1,0,0
JuJu Smith-Schuster,2021,WR,Steelers,0,1,1
Juan Thornhill,2021,S,Chiefs,0,0,0
Julian Blackmon,2021,S,Colts,0,1,1
Julian Okwara,2021,LB,Lions,0,2,2
Julio Jones,2021,WR,Titans,0,3,2
Justin Bethel,2021,S,Patriots,0,0,1
Justin Britt,2021,C,Texans,0,0,3
Justin Fields,2021,QB,Bears,1,1,2
Justin Hardee,2021,CB,Jets,0,0,0
Justin Herbert,2021,QB,Chargers,0,0,1
Justin Herron,2021,T,Patriots,0,0,1
Justin Hilliard,2021,LB,Giants,0,1,0
Justin Houston,2021,LB,Ravens,0,0,0
Justin Jackson,2021,RB,Chargers,2,1,1
Justin Jefferson,2021,WR,Vikings,0,0,1
Justin Jones,2021,DT,Chargers,2,1,2
Justin Layne,2021,CB,Steelers,0,0,0
Justin McCray,2021,C,Texans,0,1,1
Justin Murray,2021,T,Cardinals,0,1,1
Justin Pugh,2021,G,Cardinals,0,2,5
Justin Reid,2021,S,Texans,0,1,1
Justin Simmons,2021,S,Broncos,0,0,1
Justin Strnad,2021,LB,Broncos,0,0,0
Justin Watson,2021,WR,Buccaneers,0,0,2
Justin Zimmer,2021,DT,Bills,0,0,1
Juston Burris,2021,S,Panthers,0,0,1
K'Von Wallace,2021,S,Eagles,0,0,0
K'Waun Williams,2021,CB,49ers,0,2,0
K.J. Osborn,2021,WR,Vikings,0,0,0
K.J. Wright,2021,LB,Raiders,0,0,0
Kadarius Toney,2021,WR,Giants,2,3,3
Kaden Elliss,2021,LB,Saints,0,2,1
Kaden Smith,2021,TE,Giants,0,2,4
Kalif Raymond,2021,WR,Lions,0,0,3
Kamal Martin,2021,LB,Panthers,0,1,0
Kamu Grugier-Hill,2021,LB,Texans,0,0,2
Kareem Hunt,2021,RB,Browns,0,1,3
Kareem Jackson,2021,S,Broncos,1,0,4
Kary Vincent Jr.,2021,CB,Eagles,0,0,0
Ke'Shawn Vaughn,2021,RB,Buccaneers,0,0,0
Keandre Jones,2021,LB,Bengals,0,0,0
Keanu Neal,2021,LB,Cowboys,0,1,0
Keelan Cole,2021,WR,Jets,0,0,2
Keenan Allen,2021,WR,Chargers,0,0,1
Keion Crossen,2021,CB,Giants,0,0,1
Keisean Nixon,2021,CB,Raiders,1,2,1
Keith Ismael,2021,C,Football Team,0,0,0
Kelvin Beachum,2021,T,Cardinals,0,0,5
Kelvin Joseph,2021,CB,Cowboys,0,0,1
Kemoko Turay,2021,DE,Colts,0,3,0
Ken Crawley,2021,CB,Saints,0,1,0
Kendal Vickers,2021,DT,Raiders,0,0,0
Kendall Fuller,2021,CB,Football Team,0,0,1
Kendall Hinton,2021,WR,Broncos,0,0,0
Kendall Lamm,2021,T,Titans,0,0,2
Kendall Sheffield,2021,CB,Falcons,0,3,0
Kendrick Bourne,2021,WR,Patriots,0,0,1
Kendrick Green,2021,C,Steelers,0,0,1
Kene Nwangwu,2021,RB,Vikings,0,0,1
Kenneth Gainwell,2021,RB,Eagles,0,0,0
"Kenneth Murray, Jr.",2021,LB,Chargers,0,0,1
Kenny Clark,2021,DT,Packers,0,0,1
Kenny Golladay,2021,WR,Giants,0,3,3
Kenny Robinson,2021,S,Panthers,0,0,0
Kenny Willekes,2021,DE,Vikings,0,0,0
Kenny Young,2021,LB,Broncos,1,1,1
Kentavius Street,2021,DE,49ers,0,0,0
Kenyan Drake,2021,RB,Raiders,0,0,0
Kerry Hyder,2021,DE,Seahawks,0,0,1
Kevin Dotson,2021,G,Steelers,0,1,1
Kevin Givens,2021,DT,49ers,0,1,1
Kevin King,2021,CB,Packers,2,1,2
Kevin Pierre-Louis,2021,LB,Texans,0,0,3
Kevin Rader,2021,TE,Steelers,0,0,1
Kevin Strong,2021,DE,Lions,0,1,1
Kevin Zeitler,2021,G,Ravens,0,0,0
Kevon Seymour,2021,CB,Ravens,0,0,0
KhaDarel Hodge,2021,WR,Lions,0,0,0
Khalen Saunders,2021,DT,Chiefs,0,1,1
Khalid Kareem,2021,DE,Bengals,1,0,1
Khalil Herbert,2021,RB,Bears,0,0,0
Khalil Mack,2021,LB,Bears,0,2,5
Khari Blasingame,2021,FB,Titans,0,2,0
Khari Blasingame,2021,RB,Titans,0,0,1
Khari Willis,2021,S,Colts,0,2,2
Khyiris Tonga,2021,DT,Bears,1,0,0
Kingsley Keke,2021,DE,Packers,1,1,1
Kirk Cousins,2021,QB,Vikings,0,0,0
Kolton Miller,2021,T,Raiders,0,0,0
Kris Boyd,2021,CB,Vikings,0,0,1
Kristian Fulton,2021,CB,Titans,0,1,0
Kristian Welch,2021,LB,Ravens,0,0,1
Krys Barnes,2021,LB,Packers,0,0,1
Kwity Paye,2021,DE,Colts,0,2,1
Kwon Alexander,2021,LB,Saints,0,1,0
Kyle Dugger,2021,S,Patriots,0,0,7
Kyle Fuller,2021,C,Seahawks,0,0,0
Kyle Fuller,2021,G,Seahawks,0,1,0
Kyle Long,2021,G,Chiefs,0,0,0
Kyle Peko,2021,DT,Titans,0,0,0
Kyle Rudolph,2021,TE,Giants,1,0,1
Kyle Van Noy,2021,LB,Patriots,0,1,8
Kylen Granson,2021,TE,Colts,0,0,0
Kyler Fackrell,2021,LB,Chargers,0,1,0
Kyler Murray,2021,QB,Cardinals,0,0,4
Kylie Fitts,2021,LB,Cardinals,0,0,0
L'Jarius Sneed,2021,CB,Chiefs,0,1,3
La'Mical Perine,2021,RB,Jets,0,0,2
La'el Collins,2021,T,Cowboys,0,0,0
Laken Tomlinson,2021,G,49ers,0,0,0
Lamar Jackson,2021,QB,Ravens,0,0,6
Landon Collins,2021,S,Football Team,0,2,1
Landon Dickerson,2021,G,Eagles,0,1,0
Landon Young,2021,T,Saints,0,0,0
Lane Johnson,2021,T,Eagles,0,2,1
Laremy Tunsil,2021,T,Texans,0,1,0
Larrell Murchison,2021,DT,Titans,0,3,1
Larry Borom,2021,T,Bears,0,1,0
Larry Ogunjobi,2021,DT,Bengals,0,0,1
Latavius Murray,2021,RB,Ravens,2,1,1
Laurent Duvernay-Tardif,2021,G,Chiefs,0,0,0
Laurent Duvernay-Tardif,2021,G,Jets,0,1,2
Laviska Shenault Jr.,2021,WR,Jaguars,0,0,0
Lavonte David,2021,LB,Buccaneers,0,2,2
Lawrence Guy,2021,DT,Patriots,0,0,1
Le'Raven Clark,2021,T,Eagles,0,0,0
Lee Smith,2021,TE,Falcons,1,0,0
Leki Fotu,2021,DT,Cardinals,0,0,1
Leonard Floyd,2021,LB,Rams,0,0,1
Leonard Fournette,2021,RB,Buccaneers,0,0,1
Leonard Williams,2021,DT,Giants,0,0,2
Lerentee McCray,2021,DE,Jaguars,0,0,3
Levi Onwuzurike,2021,DE,Lions,0,0,1
Levi Onwuzurike,2021,DT,Lions,0,0,1
Levi Wallace,2021,CB,Bills,0,0,1
Liam Eichenberg,2021,T,Dolphins,0,0,0
Lil'Jordan Humphrey,2021,WR,Saints,0,0,3
Linval Joseph,2021,DT,Chargers,1,0,0
Logan Cooke,2021,P,Jaguars,0,0,0
Logan Ryan,2021,CB,Giants,0,0,0
Logan Ryan,2021,S,Giants,0,1,0
Logan Thomas,2021,TE,Football Team,0,0,0
Logan Wilson,2021,LB,Bengals,0,3,0
Logan Woodside,2021,QB,Titans,0,0,0
Lonnie Johnson,2021,CB,Texans,0,1,1
Lorenzo Carter,2021,LB,Giants,0,3,0
Lucas Niang,2021,T,Chiefs,0,3,2
Lucas Patrick,2021,G,Packers,0,0,1
Mac Jones,2021,QB,Patriots,0,0,0
Mack Wilson,2021,LB,Browns,0,0,1
Mackensie Alexander,2021,CB,Vikings,0,0,1
Malcolm Brown,2021,RB,Dolphins,0,0,0
Malcolm Jenkins,2021,S,Saints,0,0,1
Malcolm Perry,2021,WR,Patriots,0,1,0
Malcolm Roach,2021,DT,Saints,0,1,0
Malcolm Smith,2021,LB,Browns,0,1,2
Malcom Brown,2021,DT,Jaguars,0,0,0
Maliek Collins,2021,DT,Texans,0,0,0
Malik Harrison,2021,LB,Ravens,0,0,0
Malik Jackson,2021,DT,Browns,0,0,6
Malik McDowell,2021,DT,Browns,0,0,0
Malik Reed,2021,LB,Broncos,0,0,2
Malik Taylor,2021,WR,Packers,0,3,2
Malik Turner,2021,WR,Cowboys,0,0,1
Marcedes Lewis,2021,TE,Packers,0,0,0
Marcell Harris,2021,LB,49ers,0,0,4
Marco Wilson,2021,CB,Cardinals,0,1,4
Marcus Allen,2021,LB,Steelers,0,0,0
Marcus Cannon,2021,T,Texans,0,0,1
Marcus Davenport,2021,DE,Saints,0,3,1
Marcus Epps,2021,S,Eagles,0,0,1
Marcus Mariota,2021,QB,Raiders,0,1,0
Marcus Maye,2021,S,Jets,0,2,0
Marcus Peters,2021,CB,Ravens,0,0,0
Marcus Williams,2021,S,Saints,0,0,1
Mario Addison,2021,DE,Bills,0,0,0
Mario Edwards,2021,DT,Bears,0,1,2
Mark Gilbert,2021,CB,Lions,0,0,0
Mark Glowinski,2021,G,Colts,0,0,2
Mark Ingram,2021,RB,Saints,0,0,2
Mark Ingram,2021,RB,Texans,0,0,0
Mark Webb,2021,S,Chargers,1,0,1
Markus Bailey,2021,LB,Bengals,1,0,2
Markus Golden,2021,LB,Cardinals,0,0,0
Marlon Davidson,2021,DT,Falcons,0,2,0
Marlon Humphrey,2021,CB,Ravens,0,0,3
Marquel Lee,2021,LB,Raiders,0,0,0
Marquez Valdes-Scantling,2021,WR,Packers,1,1,1
Marquis Haynes,2021,DE,Panthers,0,0,0
Marquise Blair,2021,S,Seahawks,0,2,0
Marquise Brown,2021,WR,Ravens,0,0,6
Marquise Goodwin,2021,WR,Bears,2,1,4
Marshon Lattimore,2021,CB,Saints,0,0,3
Marvin Jones,2021,WR,Jaguars,0,0,0
Mason Cole,2021,C,Vikings,0,0,0
Matt Barkley,2021,QB,Panthers,0,0,0
Matt Feiler,2021,G,Chargers,0,0,1
Matt Gay,2021,K,Rams,0,0,0
Matt Milano,2021,LB,Bills,0,0,1
Matt Nelson,2021,T,Lions,0,2,2
Matt Overton,2021,LS,Chargers,0,0,0
Matt Paradis,2021,C,Panthers,0,0,0
Matt Skura,2021,C,Giants,0,0,0
Matthew Ioannidis,2021,DT,Football Team,0,0,2
Matthew Judon,2021,LB,Patriots,0,0,0
Matthew Slater,2021,WR,Patriots,0,0,0
Matthew Stafford,2021,QB,Rams,0,0,0
Matthew Wright,2021,K,Jaguars,0,0,0
Maurice Hurst,2021,DT,49ers,1,10,0
Max Garcia,2021,C,Cardinals,0,0,5
Maxx Crosby,2021,DE,Raiders,0,0,0
Maxx Williams,2021,TE,Cardinals,0,0,1
McTelvin Agim,2021,DE,Broncos,0,0,1
Mecole Hardman,2021,WR,Chiefs,0,0,0
Mekhi Becton,2021,T,Jets,0,0,0
Melvin Gordon,2021,RB,Broncos,1,0,7
Melvin Ingram,2021,LB,Chiefs,0,0,0
Melvin Ingram,2021,LB,Steelers,1,0,0
Micah Hyde,2021,S,Bills,0,0,0
Micah Parsons,2021,LB,Cowboys,0,0,0
Michael Brockers,2021,DE,Lions,0,0,9
Michael Burton,2021,FB,Chiefs,0,0,0
Michael Burton,2021,RB,Chiefs,0,1,0
Michael Carter,2021,RB,Jets,0,1,0
Michael Carter II,2021,CB,Jets,0,1,0
Michael Danna,2021,DE,Chiefs,0,0,0
Michael Davis,2021,CB,Chargers,1,1,1
Michael Deiter,2021,C,Dolphins,0,1,0
Michael Dickson,2021,P,Seahawks,0,0,0
Michael Dogbe,2021,DE,Cardinals,0,0,0
Michael Dunn,2021,G,Browns,0,0,1
Michael Dunn,2021,T,Browns,0,1,0
Michael Pierce,2021,DT,Vikings,0,5,2
Michael Pittman,2021,WR,Colts,0,0,1
Mike Boone,2021,RB,Broncos,0,0,2
Mike Edwards,2021,S,Buccaneers,0,0,0
Mike Evans,2021,WR,Buccaneers,0,1,1
Mike Ford,2021,CB,Broncos,0,1,0
Mike Glennon,2021,QB,Giants,0,0,1
Mike Hilton,2021,CB,Bengals,0,0,0
Mike Hughes,2021,CB,Chiefs,0,0,0
Mike Jordan,2021,G,Panthers,0,1,1
Mike Purcell,2021,DT,Broncos,0,1,3
Mike Remmers,2021,T,Chiefs,0,2,1
Mike Strachan,2021,WR,Colts,0,0,0
Mike Thomas,2021,WR,Bengals,2,0,1
Mike Williams,2021,WR,Chargers,0,0,1
Miles Boykin,2021,WR,Ravens,2,2,0
Miles Sanders,2021,RB,Eagles,0,2,0
Minkah Fitzpatrick,2021,S,Steelers,0,0,0
Mitch Wishnowsky,2021,P,49ers,0,0,1
Mitchell Wilcox,2021,TE,Bengals,0,0,0
Mohamed Sanu,2021,WR,49ers,0,1,0
Montez Sweat,2021,DE,Football Team,0,1,1
Montravius Adams,2021,DE,Steelers,0,0,0
Monty Rice,2021,LB,Titans,0,2,1
Morgan Fox,2021,DE,Panthers,0,0,0
Morgan Moses,2021,T,Jets,0,0,1
Myles Garrett,2021,DE,Browns,0,0,3
Myles Hartsfield,2021,S,Panthers,0,0,0
Myles Jack,2021,LB,Jaguars,0,1,0
N'Keal Harry,2021,WR,Patriots,0,0,4
Nahshon Wright,2021,CB,Cowboys,0,0,1
Najee Harris,2021,RB,Steelers,0,0,1
Naquan Jones,2021,DT,Titans,0,0,0
Nasir Adderley,2021,S,Chargers,0,0,3
Nate Davis,2021,G,Titans,0,3,0
Nate Ebner,2021,S,Giants,0,3,2
Nate Hairston,2021,CB,Broncos,0,0,2
Nate Herbig,2021,G,Eagles,0,0,1
Nate Hobbs,2021,CB,Raiders,0,0,0
Nate Solder,2021,T,Giants,0,0,2
Nathan Shepherd,2021,DT,Jets,0,0,3
Ndamukong Suh,2021,DE,Buccaneers,0,0,0
Ndamukong Suh,2021,DT,Buccaneers,0,0,0
Nelson Agholor,2021,WR,Patriots,0,2,1
Nevin Lawson,2021,CB,Jaguars,0,1,0
Nick Bolton,2021,LB,Chiefs,0,0,1
Nick Bosa,2021,DE,49ers,0,0,1
Nick Bowers,2021,TE,Raiders,0,1,0
Nick Boyle,2021,TE,Ravens,0,0,6
Nick Chubb,2021,RB,Browns,0,2,0
Nick Dzubnar,2021,LB,Titans,0,0,0
Nick Foles,2021,QB,Bears,0,1,0
Nick Folk,2021,K,Patriots,0,0,14
Nick Kwiatkoski,2021,LB,Raiders,0,4,1
Nick Vannett,2021,TE,Saints,0,0,0
Nick Vigil,2021,LB,Vikings,0,0,1
Nick Westbrook-Ikhine,2021,WR,Titans,0,0,1
Nick Williams,2021,DE,Lions,0,0,2
Nico Collins,2021,WR,Texans,0,0,2
Noah Brown,2021,WR,Cowboys,0,0,0
Noah Fant,2021,TE,Broncos,0,0,0
Noah Igbinoghene,2021,CB,Dolphins,0,0,2
Nsimba Webster,2021,WR,Bears,0,0,1
Nyheim Hines,2021,RB,Colts,0,0,0
O.J. Howard,2021,TE,Buccaneers,0,0,1
Odafe Oweh,2021,LB,Ravens,1,0,2
Odell Beckham Jr.,2021,WR,Browns,0,2,3
Odell Beckham Jr.,2021,WR,Rams,0,0,1
Ola Adeniyi,2021,LB,Titans,0,0,1
Oli Udoh,2021,T,Vikings,0,0,0
Orlando Brown,2021,T,Chiefs,0,0,0
Oshane Ximines,2021,LB,Giants,0,0,1
P.J. Williams,2021,CB,Saints,0,0,0
P.J. Williams,2021,S,Saints,0,0,1
Parris Campbell,2021,WR,Colts,0,0,1
Pat Elflein,2021,G,Panthers,0,0,1
Pat Freiermuth,2021,TE,Steelers,0,1,0
Pat O'Connor,2021,DE,Buccaneers,0,1,1
Pat Surtain II,2021,CB,Broncos,0,0,2
Patrick Johnson,2021,LB,Eagles,0,0,0
Patrick Jones II,2021,DE,Vikings,1,0,0
Patrick Mekari,2021,G,Ravens,2,0,3
Patrick Mekari,2021,T,Ravens,0,1,2
Patrick Onwuasor,2021,LB,Raiders,0,2,0
Patrick Peterson,2021,CB,Vikings,0,0,0
Patrick Queen,2021,LB,Ravens,0,0,2
Patrick Ricard,2021,FB,Ravens,0,0,6
Patrick Scales,2021,LS,Bears,0,0,1
Paulson Adebo,2021,CB,Saints,0,0,0
Payton Turner,2021,DE,Saints,0,2,1
Penei Sewell,2021,T,Lions,0,0,3
Penny Hart,2021,WR,Seahawks,0,0,0
Pernell McPhee,2021,LB,Ravens,0,1,2
Pete Werner,2021,LB,Saints,0,2,0
Peyton Barber,2021,RB,Raiders,0,0,1
Pharaoh Brown,2021,TE,Texans,0,1,2
Phil Hoskins,2021,DT,Panthers,0,0,1
Phillip Lindsay,2021,RB,Dolphins,1,0,0
Poona Ford,2021,DT,Seahawks,0,0,0
Pressley Harvin III,2021,P,Steelers,0,1,1
Preston Smith,2021,LB,Packers,0,0,2
Preston Williams,2021,WR,Dolphins,0,1,4
Prince Tega Wanogho,2021,T,Chiefs,0,0,0
Quandre Diggs,2021,S,Seahawks,0,0,1
Quenton Nelson,2021,G,Colts,0,1,4
Quez Watkins,2021,WR,Eagles,0,0,0
Quincy Williams,2021,LB,Jets,0,0,1
Quinn Meinerz,2021,G,Broncos,0,0,1
Quinn Nordin,2021,K,Patriots,0,1,0
Quinnen Williams,2021,DT,Jets,0,0,1
Quinton Bohanna,2021,DT,Cowboys,0,0,0
Quinton Jefferson,2021,DT,Raiders,0,0,2
Quinton Spain,2021,G,Bengals,0,0,0
Racey McMath,2021,WR,Titans,0,1,0
Rakeem Nunez-Roches,2021,DT,Buccaneers,0,0,1
Randall Cobb,2021,WR,Packers,0,1,0
Randy Bullock,2021,K,Titans,0,0,0
Randy Gregory,2021,DE,Cowboys,0,0,3
Rashaad Coward,2021,T,Jaguars,0,1,0
Rashaad Coward,2021,T,Steelers,0,2,0
Rashaad Penny,2021,RB,Seahawks,1,3,1
Rashaan Evans,2021,LB,Titans,0,3,2
Rashaan Melvin,2021,CB,Panthers,0,1,0
Rashad Fenton,2021,CB,Chiefs,0,2,2
Rashan Gary,2021,LB,Packers,0,0,2
Rashard Higgins,2021,WR,Browns,0,0,0
Rashard Lawrence,2021,DT,Cardinals,0,2,1
Rashard Robinson,2021,CB,Buccaneers,0,1,0
Rasheem Green,2021,DE,Seahawks,0,0,0
Rashod Bateman,2021,WR,Ravens,0,0,1
Rashod Berry,2021,LB,Lions,0,1,0
Rashod Hill,2021,T,Vikings,0,0,0
Rasul Douglas,2021,CB,Packers,0,0,0
Raymond Johnson III,2021,DE,Giants,0,0,0
Rayshawn Jenkins,2021,S,Jaguars,0,0,0
Reggie Gilliam,2021,FB,Bills,0,0,2
Reggie Ragland,2021,LB,Giants,0,0,0
Rex Burkhead,2021,RB,Texans,0,1,2
Rhamondre Stevenson,2021,RB,Patriots,0,1,2
Ricardo Allen,2021,S,Bengals,0,1,0
Richard LeCounte,2021,S,Browns,0,1,0
Richard Sherman,2021,CB,Buccaneers,2,1,2
Richie Grant,2021,S,Falcons,0,0,1
Richie Incognito,2021,G,Raiders,0,3,0
Rick Lovato,2021,LS,Eagles,0,0,0
Ricky Seals-Jones,2021,TE,Football Team,1,1,1
Riley Patterson,2021,K,Lions,0,0,1
Riley Reiff,2021,T,Bengals,0,1,1
Rob Gronkowski,2021,TE,Buccaneers,1,4,3
Rob Havenstein,2021,T,Rams,0,0,1
Robert Alford,2021,CB,Cardinals,0,1,0
Robert Hunt,2021,G,Dolphins,0,0,0
Robert Jones,2021,G,Dolphins,0,0,0
Robert Nkemdiche,2021,DT,Seahawks,0,0,0
Robert Quinn,2021,LB,Bears,0,0,2
Robert Rochell,2021,CB,Rams,0,0,1
Robert Spillane,2021,LB,Steelers,0,1,0
Robert Tonyan,2021,TE,Packers,0,0,0
Robert Woods,2021,WR,Rams,0,1,1
Rock Ya-Sin,2021,CB,Colts,0,3,0
Rodarius Williams,2021,CB,Giants,0,0,0
Roderic Teamer,2021,CB,Raiders,1,2,0
Roderic Teamer,2021,S,Raiders,0,0,0
Rodger Saffold,2021,G,Titans,0,2,0
Rodney Hudson,2021,C,Cardinals,0,1,0
Rodney McLeod Jr.,2021,S,Eagles,0,3,0
Rodney Smith,2021,RB,Panthers,0,0,0
Rodrigo Blankenship,2021,K,Colts,0,1,0
Romeo Okwara,2021,LB,Lions,0,0,2
Ronald Darby,2021,CB,Broncos,0,0,1
Ronald Jones,2021,RB,Buccaneers,0,2,0
Rondale Moore,2021,WR,Cardinals,0,0,4
Ronnie Harrison,2021,S,Browns,0,1,2
Ronnie Perkins,2021,DE,Patriots,0,0,2
Ronnie Perkins,2021,LB,Patriots,0,1,3
Ronnie Stanley,2021,T,Ravens,0,4,1
Roquan Smith,2021,LB,Bears,0,0,2
Ross Blacklock,2021,DT,Texans,0,0,0
Ross Matiscik,2021,LS,Jaguars,0,0,0
Roy Lopez,2021,DT,Texans,0,0,1
Roy Robertson-Harris,2021,DT,Jaguars,0,2,2
Russell Gage,2021,WR,Falcons,0,3,0
Russell Wilson,2021,QB,Seahawks,0,1,0
Ryan Bates,2021,C,Bills,0,0,0
Ryan Connelly,2021,LB,Vikings,0,0,0
Ryan Fitzpatrick,2021,QB,Football Team,0,0,0
Ryan Griffin,2021,TE,Jets,0,0,1
Ryan Jensen,2021,C,Buccaneers,0,0,3
Ryan Kelly,2021,C,Colts,0,1,1
Ryan Kerrigan,2021,DE,Eagles,0,0,0
Ryan Nall,2021,RB,Bears,0,0,1
Ryan Neal,2021,CB,Seahawks,0,0,0
Ryan Neal,2021,S,Seahawks,0,0,0
Ryan Ramczyk,2021,T,Saints,0,4,1
Ryan Smith,2021,CB,Chargers,0,1,0
Ryan Succop,2021,K,Buccaneers,0,0,0
Ryan Tannehill,2021,QB,Titans,0,0,0
Saahdiq Charles,2021,T,Football Team,0,0,1
Saivion Smith,2021,CB,Lions,0,0,0
Salvon Ahmed,2021,RB,Dolphins,0,0,0
Sam Beal,2021,CB,Giants,0,0,0
Sam Cosmi,2021,T,Football Team,0,4,1
Sam Darnold,2021,QB,Panthers,0,0,1
Sam Ficken,2021,K,Titans,0,0,1
Sam Hubbard,2021,DE,Bengals,0,0,0
Sam Kamara,2021,LB,Bears,0,0,1
Samaje Perine,2021,RB,Bengals,0,0,0
Sammis Reyes,2021,TE,Football Team,0,0,2
Sammy Watkins,2021,WR,Ravens,0,2,2
Samson Ebukam,2021,DE,49ers,0,0,2
Saquon Barkley,2021,RB,Giants,0,4,4
Scottie Phillips,2021,RB,Texans,0,1,0
Sean Chandler,2021,S,Panthers,1,0,0
Sean Harlow,2021,G,Cardinals,0,0,1
Sean McKeon,2021,TE,Cowboys,0,0,0
Sean Murphy-Bunting,2021,CB,Buccaneers,0,0,3
Sebastian Joseph-Day,2021,DT,Rams,0,2,0
Shaka Toney,2021,DE,Football Team,0,1,1
Shamar Stephen,2021,DE,Broncos,0,0,3
Shane Lemieux,2021,G,Giants,0,1,0
Shaq Lawson,2021,DE,Jets,0,0,3
Shaq Mason,2021,G,Patriots,0,2,5
Shaq Thompson,2021,LB,Panthers,0,3,1
Shaquil Barrett,2021,LB,Buccaneers,0,1,0
Shaquill Griffin,2021,CB,Jaguars,0,2,0
Shaquille Leonard,2021,LB,Colts,0,0,2
Sharif Finch,2021,LB,Titans,0,0,0
Sharrod Neasman,2021,S,Jets,0,1,0
Shaun Bradley,2021,LB,Eagles,0,1,1
Shaun Wade,2021,CB,Patriots,0,3,1
Shelby Harris,2021,DE,Broncos,0,0,9
Sheldon Rankins,2021,DT,Jets,1,0,3
Sheldon Richardson,2021,DT,Vikings,0,0,0
Sheldrick Redwine,2021,S,Dolphins,0,1,0
Shi Smith,2021,WR,Panthers,0,1,0
Sidney Jones,2021,CB,Seahawks,0,0,0
Simi Fehoko,2021,WR,Cowboys,0,0,0
Sione Takitaki,2021,LB,Browns,0,1,1
Siran Neal,2021,CB,Bills,0,0,0
Solomon Thomas,2021,DT,Raiders,0,0,0
Sony Michel,2021,RB,Rams,0,0,1
Spencer Brown,2021,T,Bills,1,1,0
Stanley Morgan,2021,WR,Bengals,1,0,2
Stantley Thomas-Oliver,2021,CB,Panthers,0,1,2
Star Lotulelei,2021,DT,Bills,0,2,3
Stefon Diggs,2021,WR,Bills,0,0,0
Stephen Anderson,2021,TE,Chargers,0,0,1
Stephen Weatherly,2021,LB,Broncos,0,0,0
Stephon Gilmore,2021,CB,Panthers,0,1,0
Sterling Shepard,2021,WR,Giants,1,5,4
Steve McLendon,2021,DT,Buccaneers,0,0,1
Steven Means,2021,LB,Falcons,1,0,0
Steven Nelson,2021,CB,Eagles,0,0,0
Steven Parker,2021,S,Giants,0,0,0
Sutton Smith,2021,FB,Raiders,0,0,0
T.J. Carrie,2021,CB,Colts,0,0,0
T.J. Edwards,2021,LB,Eagles,0,0,0
T.J. Hockenson,2021,TE,Lions,1,0,3
T.J. Watt,2021,LB,Steelers,0,1,1
T.Y. Hilton,2021,WR,Colts,0,1,2
Tae Crowder,2021,LB,Giants,0,0,2
Taiwan Jones,2021,RB,Bills,0,0,2
Tajae Sharpe,2021,WR,Falcons,1,0,0
Takk McKinley,2021,DE,Browns,0,1,5
Talanoa Hufanga,2021,S,49ers,1,1,1
Tanner Vallejo,2021,LB,Cardinals,0,2,1
Tanoh Kpassagnon,2021,DE,Saints,0,3,1
Tarell Basham,2021,DE,Cowboys,0,0,0
Taron Johnson,2021,CB,Bills,0,0,1
Tarron Jackson,2021,DE,Eagles,0,0,0
Tashaun Gipson,2021,S,Bears,2,1,4
Tavon Austin,2021,WR,Jaguars,0,0,0
Tavon Wilson,2021,S,49ers,0,1,0
Tavon Young,2021,CB,Ravens,0,0,6
Tay Gowan,2021,CB,Eagles,0,0,1
Taylor Decker,2021,T,Lions,0,1,2
Taylor Heinicke,2021,QB,Football Team,0,0,0
Taylor Lewan,2021,T,Titans,0,2,2
Taylor Moton,2021,T,Panthers,0,0,0
Taylor Rapp,2021,S,Rams,0,2,2
Taysom Hill,2021,QB,Saints,0,2,1
Teair Tart,2021,DT,Titans,0,3,3
Teddy Bridgewater,2021,QB,Broncos,0,2,2
Tee Higgins,2021,WR,Bengals,1,1,1
Teez Tabor,2021,S,Bears,0,0,0
Terrace Marshall Jr.,2021,WR,Panthers,0,2,0
Terrance Mitchell,2021,CB,Texans,0,1,1
Terrell Lewis,2021,LB,Rams,0,0,1
Terrence Brooks,2021,S,Texans,0,2,0
Terron Armstead,2021,T,Saints,0,5,3
Terry McLaurin,2021,WR,Football Team,0,0,1
Tevaughn Campbell,2021,CB,Chargers,0,0,1
Teven Jenkins,2021,T,Bears,0,0,0
Tevin Coleman,2021,RB,Jets,0,4,2
Tim Patrick,2021,WR,Broncos,0,0,1
Tom Brady,2021,QB,Buccaneers,0,0,0
Tom Compton,2021,T,49ers,0,0,0
Tommy Hudson,2021,TE,Titans,0,2,1
Tommy Kraemer,2021,G,Lions,0,0,0
Tommy Sweeney,2021,TE,Bills,0,1,0
Tommy Togiai,2021,DT,Browns,0,0,0
Tommy Tremble,2021,TE,Panthers,0,0,0
Tony Fields II,2021,LB,Browns,0,1,1
Tony Pollard,2021,RB,Cowboys,0,0,2
Tory Carter,2021,FB,Titans,0,1,1
Tracy Walker III,2021,S,Lions,0,0,2
