Player,Season,Position,Team,TotalInjuryCount,ConcussionTotal
Walt Aikens,2018,S,Dolphins,2,0
Von Miller,2018,LB,Broncos,3,0
Trenton Cannon,2018,RB,Jets,5,0
Troy Apke,2018,S,Redskins,6,0
Tyler Eifert,2018,TE,Bengals,5,0
Tyler Boyd,2018,WR,Bengals,2,0
Tyeler Davison,2018,DT,Saints,4,0
Tyeler Davison,2018,DE,Saints,1,0
Ty Sambrailo,2018,T,Falcons,1,0
Ty Nsekhe,2018,T,Redskins,5,0
Trumaine Johnson,2018,CB,Jets,8,0
Trey Quinn,2018,WR,Redskins,1,0
Tyler Kroft,2018,TE,Bengals,7,0
Trey Hendrickson,2018,DE,Saints,2,0
Trevor Williams,2018,CB,Chargers,5,0
Trevor Davis,2018,WR,Packers,2,0
Trevor Daniel,2018,P,Texans,1,0
Trevor Bates,2018,LB,Lions,3,0
Trevon Young,2018,LB,Rams,2,0
Trevon Coley,2018,DT,Browns,2,0
Tyler Higbee,2018,TE,Rams,1,0
Tyler Ott,2018,LS,Seahawks,1,0
Vladimir Ducasse,2018,G,Bills,1,0
Vernon Butler,2018,DT,Panthers,2,0
Vita Vea,2018,DT,Buccaneers,4,0
Virgil Green,2018,TE,Chargers,2,0
Vinny Curry,2018,DE,Buccaneers,7,0
Vincent Taylor,2018,DT,Dolphins,1,0
Vincent Rey,2018,LB,Bengals,3,0
Vince Williams,2018,LB,Steelers,3,0
Vic Beasley,2018,LB,Falcons,1,0
Vance McDonald,2018,TE,Steelers,3,0
Tyler Patmon,2018,CB,Jaguars,1,0
Tyson Alualu,2018,DE,Steelers,2,0
Tyrone Crawford,2018,DE,Cowboys,3,0
Tyron Smith,2018,T,Cowboys,11,0
Tyrell Williams,2018,WR,Chargers,4,0
Tyreek Hill,2018,WR,Patriots,1,0
Tyreek Hill,2018,WR,Chiefs,6,0
Tyquan Lewis,2018,DE,Colts,3,0
Stephone Anthony,2018,LB,Dolphins,4,0
Stephon Tuitt,2018,DE,Steelers,4,0
Stephon Gilmore,2018,CB,Patriots,2,0
Reggie Ragland,2018,LB,Chiefs,4,0
Ricky Jean Francois,2018,DT,Lions,1,0
Rick Lovato,2018,LS,Eagles,1,0
Richard Sherman,2018,CB,49ers,7,0
Richard Rodgers,2018,TE,Eagles,1,0
Ricardo Allen,2018,S,Falcons,1,0
Reuben Foster,2018,LB,49ers,6,0
Reshad Jones,2018,S,Dolphins,14,0
Ray-Ray McCloud,2018,WR,Bills,4,0
Ricky Seals-Jones,2018,TE,Cardinals,4,0
Raven Greene,2018,S,Packers,3,0
Rasul Douglas,2018,CB,Eagles,5,0
Rashod Hill,2018,T,Vikings,2,0
Rasheem Green,2018,DE,Seahawks,5,0
Rashard Higgins,2018,WR,Browns,4,0
Rashaan Gaulden,2018,S,Panthers,3,0
Rashaan Evans,2018,LB,Titans,2,0
Ricky Ortiz,2018,RB,Falcons,1,0
Riley Reiff,2018,T,Vikings,7,0
Ramon Foster,2018,G,Steelers,10,0
Rodger Saffold,2018,G,Rams,3,0
Ronald Jones,2018,RB,Buccaneers,4,0
Ronald Darby,2018,CB,Eagles,1,0
Ronald Blair,2018,DE,49ers,1,0
Ron Parker,2018,S,Chiefs,1,0
Rodney McLeod Jr.,2018,S,Eagles,1,0
Rodney Hudson,2018,C,Raiders,15,0
Rodney Gunter,2018,DT,Cardinals,2,0
Roc Thomas,2018,RB,Vikings,3,0
Rishard Matthews,2018,WR,Titans,1,0
Robert Turbin,2018,RB,Colts,3,0
Robert Spillane,2018,LB,Titans,1,0
Robert Quinn,2018,DE,Dolphins,3,0
Robert Nkemdiche,2018,DT,Cardinals,11,0
Robert Alford,2018,CB,Falcons,3,0
Robbie Chosen,2018,WR,Jets,11,0
Rob Gronkowski,2018,TE,Patriots,12,0
Rashaad Penny,2018,RB,Seahawks,6,0
Rakeem Nunez-Roches,2018,DT,Buccaneers,1,0
Stephen Weatherly,2018,DE,Vikings,2,0
Orson Charles,2018,TE,Browns,1,0
Patrick Omameh,2018,G,Giants,2,0
Patrick Mahomes,2018,QB,Chiefs,2,0
Patrick DiMarco,2018,RB,Bills,1,0
Pat Elflein,2018,C,Vikings,4,0
Parker Ehinger,2018,G,Cowboys,1,0
P.J. Williams,2018,CB,Saints,2,0
P.J. Hall,2018,DT,Raiders,3,0
Oren Burks,2018,LB,Packers,3,0
Josey Jewell,2018,LB,Broncos,1,0
Olsen Pierre,2018,DT,Cardinals,5,0
Olivier Vernon,2018,LB,Giants,1,0
Olivier Vernon,2018,DE,Giants,6,0
Odell Beckham Jr.,2018,WR,Giants,4,0
Oday Aboushi,2018,G,Cardinals,1,0
O.J. Howard,2018,TE,Buccaneers,1,0
Noah Brown,2018,WR,Cowboys,1,0
Patrick Peterson,2018,CB,Cardinals,1,0
Paul Richardson,2018,WR,Redskins,7,0
Raheem Mostert,2018,RB,49ers,1,0
Prince Amukamara,2018,CB,Bears,3,0
Rafael Bush,2018,S,Bills,2,0
Quinton Spain,2018,G,Titans,3,0
Quinton Dunbar,2018,CB,Redskins,7,0
Quincy Enunwa,2018,WR,Jets,15,0
Quenton Nelson,2018,G,Colts,2,0
Quenton Meeks,2018,CB,Jaguars,5,0
Quandre Diggs,2018,S,Lions,2,0
Preston Brown,2018,LB,Bengals,6,0
Peter Kalambayi,2018,LB,Texans,1,0
Pierre Garcon,2018,WR,49ers,8,0
Phillip Lindsay,2018,RB,Broncos,2,0
Phillip Gaines,2018,CB,Browns,4,0
Phillip Gaines,2018,CB,Bills,2,0
Phil Dawson,2018,K,Cardinals,4,0
Pharaoh Brown,2018,TE,Browns,1,0
Peyton Barber,2018,RB,Buccaneers,6,0
Ronald Leary,2018,G,Broncos,3,0
Ronnie Harrison,2018,S,Jaguars,1,0
Ronnie Stanley,2018,T,Ravens,4,0
Shaq Thompson,2018,LB,Panthers,2,0
Shaun Dion Hamilton,2018,LB,Redskins,3,0
Sharif Finch,2018,LB,Titans,2,0
Shareece Wright,2018,CB,Texans,7,0
Shaquille Leonard,2018,LB,Colts,13,0
Shaquill Griffin,2018,CB,Seahawks,3,0
Shaquil Barrett,2018,LB,Broncos,5,0
Shaquem Griffin,2018,LB,Seahawks,2,0
Shaq Mason,2018,G,Patriots,3,0
Shelby Harris,2018,DE,Broncos,1,0
Shaq Lawson,2018,DE,Bills,5,0
Shane Ray,2018,LB,Broncos,10,0
Shamar Stephen,2018,DT,Seahawks,12,0
Shalom Luani,2018,S,Seahawks,2,0
Seth DeValve,2018,TE,Browns,8,0
Senio Kelemete,2018,G,Texans,9,0
Sean Lee,2018,LB,Cowboys,15,0
Shawn Lauvao,2018,G,Redskins,6,0
Shelby Harris,2018,DT,Broncos,2,0
Rontez Miles,2018,S,Jets,2,0
Spencer Long,2018,C,Jets,16,0
Stefon Diggs,2018,WR,Vikings,4,0
Stefen Wisniewski,2018,G,Eagles,1,0
Stacy Coley,2018,WR,Vikings,1,0
Stacy Coley,2018,WR,Giants,1,0
Spencer Ware,2018,RB,Patriots,1,0
Spencer Ware,2018,RB,Chiefs,8,0
Spencer Pulley,2018,C,Giants,2,0
Sony Michel,2018,RB,Patriots,9,0
Sheldon Richardson,2018,DT,Vikings,1,0
Solomon Thomas,2018,DE,49ers,1,0
Skai Moore,2018,LB,Colts,1,0
Simmie Cobbs,2018,WR,Saints,1,0
Sidney Jones,2018,CB,Eagles,12,0
Shilique Calhoun,2018,DE,Raiders,1,0
Sherrick McManis,2018,CB,Bears,2,0
Shelton Gibson,2018,WR,Eagles,3,0
Sean Davis,2018,S,Steelers,2,0
Sean Culkin,2018,TE,Chargers,4,0
Samson Ebukam,2018,LB,Rams,1,0
Russell Wilson,2018,QB,Seahawks,4,0
Ryan Jensen,2018,C,Buccaneers,4,0
Ryan Hewitt,2018,TE,Colts,6,0
Ryan Griffin,2018,TE,Texans,5,0
Ryan Grant,2018,WR,Colts,7,0
Ryan Fitzpatrick,2018,QB,Buccaneers,1,0
Ryan Anderson,2018,LB,Redskins,10,0
Ryan Allen,2018,P,Patriots,1,0
Russell Shepard,2018,WR,Giants,5,0
Sammy Watkins,2018,WR,Patriots,1,0
Russell Okung,2018,T,Chargers,4,0
Russell Gage,2018,WR,Falcons,2,0
Russell Bodine,2018,C,Bills,1,0
Rudy Ford,2018,S,Cardinals,7,0
Royce Freeman,2018,RB,Broncos,3,0
Roquan Smith,2018,LB,Bears,1,0
Roosevelt Nix,2018,RB,Steelers,1,0
Ryan Kalil,2018,C,Panthers,8,0
Ryan Kelly,2018,C,Colts,9,0
Ryan Kerrigan,2018,LB,Redskins,3,0
Ryan Ramczyk,2018,T,Rams,1,0
Sammy Watkins,2018,WR,Chiefs,10,0
Sammie Coates,2018,WR,Texans,7,0
Samaje Perine,2018,RB,Redskins,2,0
Sam Young,2018,T,Dolphins,1,0
Sam Tevi,2018,T,Chargers,2,0
Sam Shields,2018,CB,Rams,1,0
Sam Jones,2018,G,Broncos,1,0
Sam Jones,2018,C,Broncos,1,0
Sam Darnold,2018,QB,Jets,8,0
Sam Bradford,2018,QB,Cardinals,3,0
Ryan Tannehill,2018,QB,Dolphins,13,0
Ryan Switzer,2018,WR,Steelers,3,0
Ryan Succop,2018,K,Titans,1,0
Ryan Schraeder,2018,T,Falcons,1,0
Ryan Ramczyk,2018,T,Saints,7,0
Josh Adams,2018,RB,Eagles,2,0
Johnson Bademosi,2018,CB,Texans,2,0
Jordy Nelson,2018,WR,Raiders,4,0
Chester Rogers,2018,WR,Colts,2,0
Chris Conley,2018,WR,Chiefs,3,0
Chris Clark,2018,T,Panthers,1,0
Chris Carson,2018,RB,Seahawks,10,0
Chris Boswell,2018,K,Steelers,1,0
Chris Board,2018,LB,Ravens,1,0
Chris Banjo,2018,S,Saints,1,0
Chidobe Awuzie,2018,CB,Cowboys,7,0
Chase Roullier,2018,C,Redskins,3,0
Chris Godwin,2018,WR,Buccaneers,3,0
Chase Edmonds,2018,RB,Cardinals,1,0
Chase Allen,2018,LB,Dolphins,3,0
Charvarius Ward,2018,CB,Chiefs,2,0
Charone Peake,2018,WR,Jets,4,0
Charles Washington,2018,S,Lions,2,0
Charles Harris,2018,DE,Dolphins,6,0
Charles Clay,2018,TE,Bills,6,0
Chris Conte,2018,S,Buccaneers,1,0
Chris Harris,2018,CB,Broncos,2,0
Chandler Jones,2018,DE,Cardinals,1,0
Chris Smith,2018,DE,Browns,1,0
Christian Ringo,2018,DT,Bengals,1,0
Christian McCaffrey,2018,RB,Panthers,3,0
Christian Kirksey,2018,LB,Browns,5,0
Christian Kirk,2018,WR,Cardinals,1,0
Christian Jones,2018,LB,Lions,1,0
Christian Covington,2018,DE,Texans,3,0
Chris Thompson,2018,RB,Redskins,9,0
Chris Moore,2018,WR,Ravens,1,0
Chris Herndon,2018,TE,Jets,1,0
Chris Manhertz,2018,TE,Panthers,3,0
Chris Landrum,2018,DE,Chargers,3,0
Chris Jones,2018,DE,Chiefs,2,0
Chris Ivory,2018,RB,Bills,6,0
Chris Hubbard,2018,T,Browns,1,0
Chris Hubbard,2018,G,Browns,1,0
Chris Hogan,2018,WR,Patriots,1,0
Chandon Sullivan,2018,CB,Eagles,2,0
Chad Williams,2018,WR,Cardinals,8,0
Clark Harris,2018,LS,Bengals,1,0
C.J. Prosise,2018,RB,Seahawks,3,0
Cameron Artis-Payne,2018,RB,Panthers,1,0
Cam Newton,2018,QB,Panthers,10,0
Calvin Ridley,2018,WR,Falcons,5,0
Caleb Sturgis,2018,K,Chargers,2,0
Caleb Benenoch,2018,G,Buccaneers,1,0
Calais Campbell,2018,DE,Jaguars,8,0
C.J. Uzomah,2018,TE,Bengals,3,0
C.J. Mosley,2018,LB,Ravens,4,0
Cameron Erving,2018,T,Chiefs,2,0
C.J. Ham,2018,RB,Vikings,1,0
C.J. Beathard,2018,QB,49ers,1,0
C.J. Anderson,2018,RB,Panthers,1,0
Byron Jones,2018,CB,Cowboys,1,0
Byron Bell,2018,G,Packers,1,0
Buddy Howell,2018,RB,Texans,1,0
Budda Baker,2018,S,Cardinals,11,0
Cameron Erving,2018,G,Chiefs,5,0
Cameron Heyward,2018,DT,Steelers,3,0
Chad Wheeler,2018,T,Giants,1,0
Carlos Dunlap,2018,DE,Bengals,4,0
Chad Beebe,2018,WR,Vikings,7,0
Cedric Ogbuehi,2018,T,Bengals,2,0
Case Keenum,2018,QB,Broncos,4,0
Carson Wentz,2018,QB,Eagles,11,0
Carson Tinker,2018,LS,Jaguars,1,0
Carlton Davis,2018,CB,Buccaneers,6,0
Carlos Hyde,2018,RB,Jaguars,1,0
Carl Nassib,2018,DE,Buccaneers,3,0
Cameron Johnston,2018,P,Eagles,1,0
Carl Lawson,2018,DE,Bengals,2,0
Captain Munnerlyn,2018,CB,Panthers,2,0
Cameron Wake,2018,DE,Dolphins,7,0
Cameron Tom,2018,C,Saints,1,0
Cameron Sutton,2018,CB,Steelers,1,0
Cameron Meredith,2018,WR,Saints,6,0
Cameron Jordan,2018,DE,Saints,1,0
Christine Michael,2018,RB,Colts,1,0
Clay Matthews,2018,LB,Packers,3,0
Darqueze Dennard,2018,CB,Bengals,9,0
Dalvin Cook,2018,RB,Vikings,7,0
Damontae Kazee,2018,S,Falcons,5,0
Damon Harrison,2018,DT,Lions,4,0
Damon Harrison,2018,DT,Giants,2,0
Damion Square,2018,DT,Chargers,2,0
Damiere Byrd,2018,WR,Panthers,4,0
Damarious Randall,2018,S,Browns,10,0
Damarious Randall,2018,CB,Browns,1,0
Dakota Dozier,2018,G,Jets,1,0
Dan Feeney,2018,G,Chargers,1,0
Dak Prescott,2018,QB,Cowboys,2,0
DaeSean Hamilton,2018,WR,Broncos,4,0
Da'Shawn Hand,2018,DE,Lions,2,0
Da'Mari Scott,2018,WR,Browns,3,0
DJ Chark,2018,WR,Jaguars,6,0
D.J. Reed,2018,S,49ers,2,0
D.J. Killings,2018,CB,Colts,1,0
Dan Arnold,2018,TE,Saints,1,0
Dan McCullers,2018,DT,Steelers,1,0
D.J. Humphries,2018,T,Cardinals,5,0
Dante Fowler Jr.,2018,DE,Jaguars,1,0
Darius Philon,2018,DT,Chargers,2,0
Darius Jennings,2018,WR,Titans,1,0
Darian Thompson,2018,S,Cowboys,2,0
Darian Stewart,2018,S,Broncos,5,0
Daren Bates,2018,LB,Titans,1,0
Dante Pettis,2018,WR,49ers,6,0
Dante Fowler Jr.,2018,DE,Rams,1,0
Danny Shelton,2018,DT,Patriots,3,0
Dane Cruikshank,2018,S,Titans,6,0
Danny Johnson,2018,CB,Redskins,5,0
Danny Isidora,2018,G,Vikings,1,0
Danny Amendola,2018,WR,Dolphins,14,0
Danielle Hunter,2018,DE,Vikings,1,0
Daniel Sorensen,2018,S,Chiefs,2,0
Daniel Ross,2018,DT,Cowboys,4,0
Daniel Brown,2018,TE,Bears,2,0
D.J. Jones,2018,DT,49ers,1,0
D.J. Hayden,2018,CB,Jaguars,8,0
Clayton Fejedelem,2018,S,Bengals,3,0
Cole Wick,2018,TE,Titans,2,0
Cordrea Tankersley,2018,CB,Dolphins,1,0
Cordarrelle Patterson,2018,WR,Patriots,5,0
Cooper Kupp,2018,WR,Rams,5,0
Connor Williams,2018,G,Cowboys,4,0
Connor Barwin,2018,LB,Giants,4,0
Colt McCoy,2018,QB,Redskins,16,0
Colin Jones,2018,S,Panthers,3,0
Cole Wick,2018,TE,49ers,1,0
Corey Clement,2018,RB,Eagles,5,0
Cole Beasley,2018,WR,Cowboys,8,0
Cody Whitehair,2018,C,Bears,1,0
Cody Latimer,2018,WR,Giants,2,0
Cody Kessler,2018,QB,Jaguars,1,0
Cody Davis,2018,S,Jaguars,4,0
Cody Core,2018,WR,Bengals,3,0
Clint Boling,2018,G,Bengals,5,0
Cordy Glenn,2018,T,Bengals,8,0
Corey Davis,2018,WR,Titans,4,0
D.J. Fluker,2018,G,Seahawks,16,0
Courtland Sutton,2018,WR,Broncos,4,0
D.J. Alexander,2018,LB,Eagles,8,0
D'Onta Foreman,2018,RB,Texans,2,0
Curtis Samuel,2018,WR,Panthers,5,0
Curtis Riley,2018,S,Giants,3,0
Cre'von LeBlanc,2018,CB,Eagles,1,0
Craig Robertson,2018,LB,Saints,1,0
Craig Mager,2018,CB,Chargers,1,0
Coty Sensabaugh,2018,CB,Steelers,1,0
Corey Graham,2018,S,Eagles,5,0
Cornell Armstrong,2018,CB,Dolphins,5,0
Corey Thompson,2018,LB,Bills,1,0
Corey Peters,2018,DT,Cardinals,9,0
Corey Nelson,2018,LB,Falcons,1,0
Corey Liuget,2018,DT,Chargers,2,0
Corey Linsley,2018,C,Packers,1,0
Corey Levin,2018,C,Titans,1,0
Bud Dupree,2018,LB,Steelers,3,0
Brynden Trawick,2018,S,Titans,1,0
Bryce Callahan,2018,CB,Bears,3,0
Andrew Sendejo,2018,S,Vikings,6,0
Andy Janovich,2018,RB,Broncos,1,0
Andy Dalton,2018,QB,Bengals,1,0
Andrus Peat,2018,T,Saints,13,0
Andrus Peat,2018,T,Rams,1,0
Andrew Wylie,2018,G,Patriots,1,0
Andrew Wylie,2018,G,Chiefs,2,0
Andrew Whitworth,2018,T,Rams,11,0
Andrew Norwell,2018,G,Jaguars,4,0
Anthony Averett,2018,CB,Ravens,6,0
Andrew Luck,2018,QB,Colts,1,0
Andrew Donnal,2018,T,Lions,4,0
Andrew DePaola,2018,LS,Raiders,1,0
Andre Smith,2018,T,Cardinals,6,0
Andre Smith,2018,LB,Panthers,4,0
Andre Roberts,2018,WR,Jets,8,0
Andre Holmes,2018,WR,Broncos,1,0
Andy Levitre,2018,G,Falcons,1,0
Anthony Barr,2018,LB,Vikings,5,0
Andre Hal,2018,S,Texans,8,0
Anthony Walker,2018,LB,Colts,10,0
Arik Armstead,2018,DE,49ers,2,0
Arden Key,2018,DE,Raiders,3,0
Aqib Talib,2018,CB,Rams,1,0
Antonio Hamilton,2018,CB,Giants,3,0
Antonio Gates,2018,TE,Chargers,4,0
Antonio Callaway,2018,WR,Browns,3,0
Antonio Brown,2018,WR,Steelers,3,0
Anthony Miller,2018,WR,Bears,3,0
Anthony Brown,2018,CB,Cowboys,3,0
Anthony Levine,2018,S,Ravens,4,0
Anthony Levine,2018,LB,Ravens,8,0
Anthony Hitchens,2018,LB,Patriots,1,0
Anthony Hitchens,2018,LB,Chiefs,7,0
Anthony Harris,2018,S,Vikings,3,0
Anthony Chickillo,2018,LB,Steelers,3,0
Anthony Castonzo,2018,T,Colts,12,0
Andre Holmes,2018,WR,Bills,1,0
Andre Branch,2018,DE,Dolphins,7,0
Bryan Cox,2018,DE,Panthers,1,0
Adam Jones,2018,CB,Broncos,7,0
Adrian Peterson,2018,RB,Redskins,13,0
Adrian Colbert,2018,S,49ers,3,0
Adoree' Jackson,2018,CB,Titans,3,0
Adolphus Washington,2018,DT,Bengals,3,0
Adarius Taylor,2018,LB,Buccaneers,2,0
Adam Vinatieri,2018,K,Colts,2,0
Adam Thielen,2018,WR,Vikings,4,0
Adam Gotsis,2018,DE,Broncos,2,0
Akiem Hicks,2018,DT,Bears,3,0
Adam Butler,2018,DT,Patriots,1,0
Abry Jones,2018,DT,Jaguars,3,0
Aaron Rodgers,2018,QB,Packers,15,0
Aaron Colvin,2018,CB,Texans,10,0
A.J. Green,2018,WR,Bengals,7,0
A.J. Derby,2018,TE,Dolphins,9,0
A.J. Cann,2018,G,Jaguars,5,0
Akeem King,2018,CB,Seahawks,1,0
Al Woods,2018,DT,Colts,3,0
Amini Silatolu,2018,G,Panthers,2,0
Alfred Morris,2018,RB,49ers,2,0
Ameer Abdullah,2018,RB,Lions,1,0
Amari Cooper,2018,WR,Raiders,1,0
Alvin Kamara,2018,RB,Saints,3,0
Alshon Jeffery,2018,WR,Eagles,7,0
Allen Robinson,2018,WR,Bears,7,0
Allen Hurns,2018,WR,Cowboys,1,0
Allen Bailey,2018,DE,Chiefs,1,0
Alfred Blue,2018,RB,Texans,1,0
Albert Wilson,2018,WR,Dolphins,2,0
Alex Redmond,2018,G,Bengals,4,0
Alex Okafor,2018,DE,Saints,1,0
Alex Mack,2018,C,Falcons,2,0
Alex Lewis,2018,G,Ravens,10,0
Alex Erickson,2018,WR,Bengals,2,0
Alex Collins,2018,RB,Ravens,5,0
Aldrick Rosas,2018,K,Giants,1,0
Armani Watts,2018,S,Chiefs,2,0
Arthur Maulet,2018,CB,Colts,3,0
Artie Burns,2018,CB,Steelers,2,0
Brandon Marshall,2018,LB,Broncos,16,0
Brandon Wilds,2018,RB,Jaguars,1,0
Brandon Weeden,2018,QB,Texans,1,0
Brandon Shell,2018,T,Jets,2,0
Brandon Scherff,2018,G,Redskins,6,0
Brandon Powell,2018,WR,Lions,2,0
Brandon Parker,2018,T,Raiders,2,0
Brandon Mebane,2018,DT,Chargers,6,0
Brandon Linder,2018,C,Jaguars,8,0
Brendan Mahon,2018,G,Panthers,1,0
Brandon LaFell,2018,WR,Raiders,1,0
Brandon King,2018,LB,Patriots,4,0
Brandon Dunn,2018,DT,Texans,3,0
Brandon Copeland,2018,LB,Jets,4,0
Brandon Carr,2018,CB,Ravens,9,0
Brandon Brooks,2018,G,Eagles,1,0
Brandon Bolden,2018,RB,Dolphins,1,0
Brandon Zylstra,2018,WR,Vikings,3,0
Brennan Scarlett,2018,LB,Texans,4,0
Austin Carr,2018,WR,Saints,1,0
Brian Winters,2018,G,Jets,4,0
Bryan Bulaga,2018,T,Packers,11,0
Bruce Irvin,2018,DE,Raiders,4,0
Bruce Ellington,2018,WR,Lions,5,0
Bruce Carter,2018,LB,Falcons,2,0
Brock Osweiler,2018,QB,Dolphins,3,0
Briean Boddy-Calhoun,2018,S,Browns,1,0
Brice Butler,2018,WR,Cowboys,2,0
Brian Schwenke,2018,C,Patriots,2,0
Brent Grimes,2018,CB,Buccaneers,5,0
Brian Price,2018,DT,Raiders,2,0
Brian Price,2018,DT,Browns,2,0
Brian Poole,2018,CB,Falcons,4,0
Brian Peters,2018,LB,Texans,11,0
Brian Parker,2018,TE,Broncos,1,0
Brian Orakpo,2018,LB,Titans,3,0
Brian O'Neill,2018,T,Vikings,2,0
Brandin Cooks,2018,WR,Rams,1,0
Bradley McDougald,2018,S,Seahawks,11,0
Bradley Bozeman,2018,G,Ravens,1,0
B.J. Finney,2018,C,Steelers,1,0
Ben Niemann,2018,LB,Chiefs,3,0
Ben Jones,2018,C,Titans,1,0
Ben Jacobs,2018,LB,Panthers,1,0
Ben Garland,2018,G,Falcons,4,0
Beau Allen,2018,DT,Buccaneers,5,0
Bashaud Breeland,2018,CB,Packers,8,0
B.J. Goodson,2018,LB,Giants,3,0
Avonte Maddox,2018,S,Eagles,1,0
Bradley Bozeman,2018,C,Ravens,1,0
Avonte Maddox,2018,CB,Eagles,4,0
Aviante Collins,2018,T,Vikings,1,0
Avery Williamson,2018,LB,Jets,2,0
Austin Seferian-Jenkins,2018,TE,Jaguars,5,0
Austin Howard,2018,T,Redskins,1,0
Austin Hooper,2018,TE,Falcons,3,0
Austin Corbett,2018,T,Browns,6,0
Ben Roethlisberger,2018,QB,Steelers,12,0
Benardrick McKinney,2018,LB,Texans,3,0
Bene' Benwikere,2018,CB,Cardinals,1,0
Benjamin Watson,2018,TE,Rams,1,0
Braden Smith,2018,G,Colts,1,0
Bobby Wagner,2018,LB,Seahawks,4,0
Bobby McCain,2018,CB,Dolphins,10,0
Bobby Hart,2018,T,Bengals,3,0
Blidi Wreh-Wilson,2018,CB,Falcons,2,0
Blake Martinez,2018,LB,Packers,2,0
Blake Jarwin,2018,TE,Cowboys,1,0
Blake Countess,2018,S,Rams,2,0
Blake Bortles,2018,QB,Jaguars,2,0
Billy Turner,2018,G,Broncos,1,0
Billy Price,2018,C,Bengals,7,0
Bilal Nichols,2018,DT,Bears,9,0
Benson Mayowa,2018,DE,Cardinals,2,0
Benny Cunningham,2018,RB,Bears,2,0
Bennie Logan,2018,DT,Titans,3,0
Daron Payne,2018,DT,Redskins,2,0
Darrel Williams,2018,RB,Chiefs,2,0
Jordan Wilkins,2018,RB,Colts,1,0
Jake Brendel,2018,C,Dolphins,1,0
Jalen Mills,2018,CB,Eagles,6,0
Jaleel Johnson,2018,DT,Vikings,2,0
Jakeem Grant,2018,WR,Dolphins,7,0
Jake Kumerow,2018,WR,Packers,2,0
Jake Fisher,2018,T,Bengals,3,0
Jake Elliott,2018,K,Eagles,1,0
Jake Butt,2018,TE,Broncos,1,0
Jaire Alexander,2018,CB,Packers,5,0
Jalen Reeves-Maybin,2018,LB,Lions,5,0
Jahleel Addae,2018,S,Chargers,2,0
Jadeveon Clowney,2018,LB,Texans,5,0
Jacob Hollister,2018,TE,Patriots,10,0
Jack Doyle,2018,TE,Colts,6,0
Jabrill Peppers,2018,S,Browns,2,0
Jabaal Sheard,2018,DE,Colts,7,0
Ja'Wuan James,2018,T,Dolphins,10,0
Jalen Ramsey,2018,CB,Jaguars,7,0
Jalen Richard,2018,RB,Raiders,1,0
JC Tretter,2018,C,Browns,10,0
James Hurst,2018,G,Ravens,6,0
Jamon Brown,2018,G,Giants,1,0
Jamize Olawale,2018,RB,Cowboys,1,0
Jamison Crowder,2018,WR,Redskins,12,0
Jamie Collins,2018,LB,Browns,6,0
James Washington,2018,WR,Steelers,1,0
James O'Shaughnessy,2018,TE,Jaguars,4,0
James Hurst,2018,T,Ravens,1,0
James Crawford,2018,LB,Packers,1,0
Jamaal Williams,2018,RB,Packers,1,0
James Conner,2018,RB,Steelers,5,0
James Carpenter,2018,G,Jets,6,0
James Bradberry,2018,CB,Panthers,1,0
Jameis Winston,2018,QB,Buccaneers,1,0
Jamar Taylor,2018,CB,Cardinals,4,0
Jamal Agnew,2018,CB,Lions,3,0
Jamal Adams,2018,S,Jets,1,0
Ja'Whaun Bentley,2018,LB,Patriots,1,0
J.R. Sweezy,2018,G,Seahawks,4,0
Janoris Jenkins,2018,CB,Giants,1,0
Grant Haley,2018,CB,Giants,1,0
Gus Edwards,2018,RB,Ravens,1,0
Grover Stewart,2018,DT,Colts,1,0
Greg Zuerlein,2018,K,Rams,7,0
Greg Stroman,2018,CB,Redskins,2,0
Greg Olsen,2018,TE,Panthers,12,0
Greg Mancz,2018,C,Texans,3,0
Greg Mabin,2018,CB,49ers,1,0
Graham Gano,2018,K,Panthers,3,0
Haloti Ngata,2018,DT,Eagles,5,0
Grady Jarrett,2018,DT,Falcons,6,0
Golden Tate,2018,WR,Lions,2,0
Golden Tate,2018,WR,Eagles,1,0
Giovani Bernard,2018,RB,Bengals,7,0
Germain Ifedi,2018,T,Seahawks,3,0
Geremy Davis,2018,WR,Chargers,1,0
Gerald McCoy,2018,DT,Buccaneers,9,0
Haason Reddick,2018,LB,Cardinals,2,0
Harold Landry,2018,LB,Titans,2,0
J.K. Scott,2018,P,Packers,1,0
Isaiah McKenzie,2018,WR,Bills,2,0
J.J. Wilcox,2018,S,Jets,1,0
J.J. Wilcox,2018,S,Colts,2,0
J.J. Watt,2018,DE,Texans,11,0
J.J. Nelson,2018,WR,Cardinals,2,0
Ito Smith,2018,RB,Falcons,2,0
Isaiah Oliver,2018,CB,Falcons,3,0
Isaiah McKenzie,2018,WR,Broncos,1,0
Isaiah Crowell,2018,RB,Jets,7,0
Hassan Ridgeway,2018,DT,Colts,5,0
Isaac Yiadom,2018,CB,Broncos,4,0
Isaac Seumalo,2018,G,Eagles,4,0
Hunter Henry,2018,TE,Chargers,1,0
Hunter Bradley,2018,LS,Packers,1,0
Holton Hill,2018,CB,Vikings,3,0
Henry Anderson,2018,DE,Jets,1,0
Hayden Hurst,2018,TE,Ravens,5,0
Janarion Grant,2018,WR,Ravens,1,0
Jaquiski Tartt,2018,S,49ers,13,0
Darrell Daniels,2018,TE,Cardinals,1,0
John Denney,2018,LS,Dolphins,5,0
